subject,context,objective_number,page,objective,top_confidence,top_score,top_resource,top_resource_path
Principles of Business,SECTION 3: ESTABLISHING A BUSINESS,11,23,discuss the significance of conducting a feasibility study into the establishing of a business;,medium,5,Notes\ChromeStudy\Establishing a Business.md,POB\Notes\ChromeStudy\Establishing a Business.md
Principles of Business,SECTION 3: ESTABLISHING A BUSINESS,12,23,explain the relationship between planning and the operation of a business;,medium,5,Notes\ChromeStudy\Establishing a Business.md,POB\Notes\ChromeStudy\Establishing a Business.md
Principles of Business,SECTION 3: ESTABLISHING A BUSINESS,13,23,identify regulatory practices instituted by governments for the establishment and conduct of different types of businesses;,medium,7,Practice Questions\Kerwin Springer\CSEC Principles of Business MCQ Question Bank - Kerwin Springer.json,POB\Practice Questions\Kerwin Springer\CSEC Principles of Business MCQ Question Bank - Kerwin Springer.json
Principles of Business,SECTION 3: ESTABLISHING A BUSINESS,14,24,"outline the factors that determine the location of a business; and,",medium,5,Notes\ChromeStudy\Establishing a Business.md,POB\Notes\ChromeStudy\Establishing a Business.md
Principles of Business,SECTION 3: ESTABLISHING A BUSINESS,15,24,explain the significance of collateral in accessing capital to establish a business.,medium,5,Notes\ChromeStudy\Establishing a Business.md,POB\Notes\ChromeStudy\Establishing a Business.md
Principles of Business,SECTION 4: LEGAL ASPECTS OF BUSINESS,1,26,explain the concept of contract;,high,10,Notes\ChromeStudy\Legal Aspects of Business.md,POB\Notes\ChromeStudy\Legal Aspects of Business.md
Principles of Business,SECTION 4: LEGAL ASPECTS OF BUSINESS,2,26,identify the types of contracts;,high,10,Notes\ChromeStudy\Legal Aspects of Business.md,POB\Notes\ChromeStudy\Legal Aspects of Business.md
Principles of Business,SECTION 4: LEGAL ASPECTS OF BUSINESS,3,26,describe the characteristics of a simple contract;,high,10,Notes\ChromeStudy\Legal Aspects of Business.md,POB\Notes\ChromeStudy\Legal Aspects of Business.md
Principles of Business,SECTION 4: LEGAL ASPECTS OF BUSINESS,4,26,describe the characteristics of a specialty contract;,high,10,Notes\ChromeStudy\Legal Aspects of Business.md,POB\Notes\ChromeStudy\Legal Aspects of Business.md
Principles of Business,SECTION 4: LEGAL ASPECTS OF BUSINESS,5,26,explain the conditions under which offer and acceptance are communicated;,high,10,Notes\ChromeStudy\Legal Aspects of Business.md,POB\Notes\ChromeStudy\Legal Aspects of Business.md
Principles of Business,SECTION 4: LEGAL ASPECTS OF BUSINESS,6,26,explain ways by which contracts may be terminated or discharged;,high,10,Notes\ChromeStudy\Legal Aspects of Business.md,POB\Notes\ChromeStudy\Legal Aspects of Business.md
Principles of Business,SECTION 4: LEGAL ASPECTS OF BUSINESS,8,26,explain why documentation is necessary in business transactions;,high,10,Notes\ChromeStudy\Legal Aspects of Business.md,POB\Notes\ChromeStudy\Legal Aspects of Business.md
Principles of Business,SECTION 4: LEGAL ASPECTS OF BUSINESS,10,27,evaluate the principles upon which insurance is based;,high,10,Notes\ChromeStudy\Legal Aspects of Business.md,POB\Notes\ChromeStudy\Legal Aspects of Business.md
Principles of Business,SECTION 4: LEGAL ASPECTS OF BUSINESS,11,27,"explain the various types of insurance policies; and,",high,10,Notes\ChromeStudy\Legal Aspects of Business.md,POB\Notes\ChromeStudy\Legal Aspects of Business.md
Principles of Business,SECTION 4: LEGAL ASPECTS OF BUSINESS,12,27,explain how insurance facilitates trade.,high,10,Notes\ChromeStudy\Legal Aspects of Business.md,POB\Notes\ChromeStudy\Legal Aspects of Business.md
Principles of Business,SECTION 5: PRODUCTION,1,29,identify factors in the production of goods and services;,medium,5,Notes\ChromeStudy\Production - CXCCSEC Principles of Business.md,POB\Notes\ChromeStudy\Production - CXCCSEC Principles of Business.md
Principles of Business,SECTION 5: PRODUCTION,2,29,identify industries developed from the natural resources of Caribbean territories;,medium,7,Practice Questions\Kerwin Springer\CSEC Principles of Business MCQ Question Bank - Kerwin Springer.json,POB\Practice Questions\Kerwin Springer\CSEC Principles of Business MCQ Question Bank - Kerwin Springer.json
Principles of Business,SECTION 5: PRODUCTION,3,29,differentiate between production and productivity;,medium,5,Notes\ChromeStudy\Production - CXCCSEC Principles of Business.md,POB\Notes\ChromeStudy\Production - CXCCSEC Principles of Business.md
Principles of Business,SECTION 5: PRODUCTION,4,29,explain the importance of productivity;,medium,5,Notes\ChromeStudy\Production - CXCCSEC Principles of Business.md,POB\Notes\ChromeStudy\Production - CXCCSEC Principles of Business.md
Principles of Business,SECTION 5: PRODUCTION,5,29,explain the role of capital in production;,medium,5,Notes\ChromeStudy\Role of Government in an Economy.md,POB\Notes\ChromeStudy\Role of Government in an Economy.md
Principles of Business,SECTION 5: PRODUCTION,6,29,differentiate amongst types of capital;,medium,5,Notes\ChromeStudy\Production - CXCCSEC Principles of Business.md,POB\Notes\ChromeStudy\Production - CXCCSEC Principles of Business.md
Principles of Business,SECTION 5: PRODUCTION,7,29,classify the different types and levels of production;,medium,5,Notes\ChromeStudy\Production - CXCCSEC Principles of Business.md,POB\Notes\ChromeStudy\Production - CXCCSEC Principles of Business.md
Principles of Business,SECTION 5: PRODUCTION,8,30,describe the characteristics of cottage industries;,medium,5,Notes\ChromeStudy\Production - CXCCSEC Principles of Business.md,POB\Notes\ChromeStudy\Production - CXCCSEC Principles of Business.md
Principles of Business,SECTION 5: PRODUCTION,9,30,outline the functions of small businesses;,medium,5,Notes\ChromeStudy\Production - CXCCSEC Principles of Business.md,POB\Notes\ChromeStudy\Production - CXCCSEC Principles of Business.md
Principles of Business,SECTION 5: PRODUCTION,10,30,discuss the advantages and disadvantages of small business;,medium,5,Notes\ChromeStudy\Production - CXCCSEC Principles of Business.md,POB\Notes\ChromeStudy\Production - CXCCSEC Principles of Business.md
Principles of Business,SECTION 5: PRODUCTION,11,31,explain how a business grows internally and externally;,medium,5,Notes\ChromeStudy\Production - CXCCSEC Principles of Business.md,POB\Notes\ChromeStudy\Production - CXCCSEC Principles of Business.md
Principles of Business,SECTION 5: PRODUCTION,12,31,"outline the opportunities for and benefits of developing linkage industries; and,",medium,6,Practice Questions\Kerwin Springer\CSEC Principles of Business MCQ Question Bank - Kerwin Springer.json,POB\Practice Questions\Kerwin Springer\CSEC Principles of Business MCQ Question Bank - Kerwin Springer.json
Principles of Business,SECTION 5: PRODUCTION,13,31,explain the effects of growth on a business.,medium,5,Notes\ChromeStudy\Production - CXCCSEC Principles of Business.md,POB\Notes\ChromeStudy\Production - CXCCSEC Principles of Business.md
Principles of Business,SECTION 6: MARKETING,1,33,explain the concepts of market and marketing;,medium,5,Notes\ChromeStudy\CXCCSEC Principles of Business Marketing.md,POB\Notes\ChromeStudy\CXCCSEC Principles of Business Marketing.md
Principles of Business,SECTION 6: MARKETING,2,33,explain marketing activities;,medium,5,Notes\ChromeStudy\CXCCSEC Principles of Business Marketing.md,POB\Notes\ChromeStudy\CXCCSEC Principles of Business Marketing.md
Principles of Business,SECTION 6: MARKETING,3,33,"describe the ""marketing mix"";",medium,5,Notes\ChromeStudy\CXCCSEC Principles of Business Marketing.md,POB\Notes\ChromeStudy\CXCCSEC Principles of Business Marketing.md
Principles of Business,SECTION 6: MARKETING,4,34,describe the factors that influence consumer behaviour;,medium,6,Practice Questions\Kerwin Springer\CSEC Principles of Business MCQ Question Bank - Kerwin Springer.json,POB\Practice Questions\Kerwin Springer\CSEC Principles of Business MCQ Question Bank - Kerwin Springer.json
Principles of Business,SECTION 6: MARKETING,5,34,identify factors affecting packaging and presentation of goods;,medium,5,Notes\ChromeStudy\CXCCSEC Principles of Business Marketing.md,POB\Notes\ChromeStudy\CXCCSEC Principles of Business Marketing.md
Principles of Business,SECTION 6: MARKETING,6,34,describe methods of promoting sales;,medium,5,Notes\ChromeStudy\CXCCSEC Principles of Business Marketing.md,POB\Notes\ChromeStudy\CXCCSEC Principles of Business Marketing.md
Principles of Business,SECTION 6: MARKETING,7,35,identify the techniques of selling;,medium,5,Notes\ChromeStudy\CXCCSEC Principles of Business Marketing.md,POB\Notes\ChromeStudy\CXCCSEC Principles of Business Marketing.md
Principles of Business,SECTION 6: MARKETING,8,35,explain the various terms of sales;,medium,5,Notes\ChromeStudy\CXCCSEC Principles of Business Marketing.md,POB\Notes\ChromeStudy\CXCCSEC Principles of Business Marketing.md
Principles of Business,SECTION 6: MARKETING,9,35,list the functions of consumer organisations;,medium,5,Notes\ChromeStudy\CXCCSEC Principles of Business Marketing.md,POB\Notes\ChromeStudy\CXCCSEC Principles of Business Marketing.md
Principles of Business,SECTION 6: MARKETING,10,35,outline the role of customer service;,medium,5,Notes\ChromeStudy\Role of Government in an Economy.md,POB\Notes\ChromeStudy\Role of Government in an Economy.md
Principles of Business,SECTION 6: MARKETING,11,36,"describe forms of customer service; and,",medium,5,Notes\ChromeStudy\CXCCSEC Principles of Business Marketing.md,POB\Notes\ChromeStudy\CXCCSEC Principles of Business Marketing.md
Principles of Business,SECTION 6: MARKETING,12,36,explain the concept of intellectual property rights.,medium,5,Notes\ChromeStudy\CXCCSEC Principles of Business Marketing.md,POB\Notes\ChromeStudy\CXCCSEC Principles of Business Marketing.md
Principles of Business,SECTION 7: LOGISTICS AND SUPPLY CHAIN,1,38,explain the term logistics and supply chain operations;,high,16,Notes\SJS Business\LECTURE 19 Logistics and Supply chain operations.docx,POB\Notes\SJS Business\LECTURE 19 Logistics and Supply chain operations.docx
Principles of Business,SECTION 7: LOGISTICS AND SUPPLY CHAIN,3,39,distinguish between multimodal and intermodal transport;,high,12,Notes\SJS Business\LECTURE 19 Logistics and Supply chain operations.docx,POB\Notes\SJS Business\LECTURE 19 Logistics and Supply chain operations.docx
Principles of Business,SECTION 7: LOGISTICS AND SUPPLY CHAIN,4,39,interpret information on transport documents;,high,12,Notes\SJS Business\LECTURE 19 Logistics and Supply chain operations.docx,POB\Notes\SJS Business\LECTURE 19 Logistics and Supply chain operations.docx
Principles of Business,SECTION 7: LOGISTICS AND SUPPLY CHAIN,5,39,explain the role of transport in marketing;,high,12,Notes\SJS Business\LECTURE 19 Logistics and Supply chain operations.docx,POB\Notes\SJS Business\LECTURE 19 Logistics and Supply chain operations.docx
Principles of Business,SECTION 7: LOGISTICS AND SUPPLY CHAIN,6,39,identify advantages and challenges of supply chain operations;,high,16,Notes\SJS Business\LECTURE 19 Logistics and Supply chain operations.docx,POB\Notes\SJS Business\LECTURE 19 Logistics and Supply chain operations.docx
Principles of Business,SECTION 7: LOGISTICS AND SUPPLY CHAIN,7,40,explain the impact of logistics and supply chain operations on the competitiveness of business;,high,16,Notes\SJS Business\LECTURE 19 Logistics and Supply chain operations.docx,POB\Notes\SJS Business\LECTURE 19 Logistics and Supply chain operations.docx
Principles of Business,SECTION 7: LOGISTICS AND SUPPLY CHAIN,8,40,identify the problems likely to be encountered in distribution;,high,12,Notes\SJS Business\LECTURE 19 Logistics and Supply chain operations.docx,POB\Notes\SJS Business\LECTURE 19 Logistics and Supply chain operations.docx
Principles of Business,SECTION 7: LOGISTICS AND SUPPLY CHAIN,9,40,"outline measures to mitigate problems in distribution; and,",high,12,Notes\SJS Business\LECTURE 19 Logistics and Supply chain operations.docx,POB\Notes\SJS Business\LECTURE 19 Logistics and Supply chain operations.docx
Principles of Business,SECTION 7: LOGISTICS AND SUPPLY CHAIN,10,41,outline the impact of information technology on logistics and supply chain operations.,high,16,Notes\SJS Business\LECTURE 19 Logistics and Supply chain operations.docx,POB\Notes\SJS Business\LECTURE 19 Logistics and Supply chain operations.docx
Principles of Business,SECTION 8: BUSINESS FINANCE,1,42,identify various financial institutions;,medium,5,"Notes\ChromeStudy\CXCCSEC Principles of Business Production, Marketing, and Finance.md","POB\Notes\ChromeStudy\CXCCSEC Principles of Business Production, Marketing, and Finance.md"
Principles of Business,SECTION 8: BUSINESS FINANCE,2,42,describe the functions and services offered by financial institutions;,medium,6,Practice Questions\Kerwin Springer\CSEC Principles of Business MCQ Question Bank - Kerwin Springer.json,POB\Practice Questions\Kerwin Springer\CSEC Principles of Business MCQ Question Bank - Kerwin Springer.json
Principles of Business,SECTION 8: BUSINESS FINANCE,3,43,describe the role and functions of financial regulatory bodies;,medium,6,Practice Questions\Kerwin Springer\CSEC Principles of Business MCQ Question Bank - Kerwin Springer.json,POB\Practice Questions\Kerwin Springer\CSEC Principles of Business MCQ Question Bank - Kerwin Springer.json
Principles of Business,SECTION 8: BUSINESS FINANCE,4,43,describe the relationship between financial institutions and regulatory bodies;,medium,6,Practice Questions\Kerwin Springer\CSEC Principles of Business MCQ Question Bank - Kerwin Springer.json,POB\Practice Questions\Kerwin Springer\CSEC Principles of Business MCQ Question Bank - Kerwin Springer.json
Principles of Business,SECTION 8: BUSINESS FINANCE,5,44,outline ways used by individuals to manage personal income;,medium,7,Practice Questions\Kerwin Springer\CSEC Principles of Business MCQ Question Bank - Kerwin Springer.json,POB\Practice Questions\Kerwin Springer\CSEC Principles of Business MCQ Question Bank - Kerwin Springer.json
Principles of Business,SECTION 8: BUSINESS FINANCE,6,44,differentiate between savings and investments;,medium,5,"Notes\ChromeStudy\CXCCSEC Principles of Business Production, Marketing, and Finance.md","POB\Notes\ChromeStudy\CXCCSEC Principles of Business Production, Marketing, and Finance.md"
Principles of Business,SECTION 8: BUSINESS FINANCE,7,44,explain the concepts of short-term and long-term financing;,medium,6,Practice Questions\Kerwin Springer\CSEC Principles of Business MCQ Question Bank - Kerwin Springer.json,POB\Practice Questions\Kerwin Springer\CSEC Principles of Business MCQ Question Bank - Kerwin Springer.json
Principles of Business,SECTION 8: BUSINESS FINANCE,8,45,"identify personal sources of capital for setting up of a business; and,",medium,5,"Notes\ChromeStudy\CXCCSEC Principles of Business Production, Marketing, and Finance.md","POB\Notes\ChromeStudy\CXCCSEC Principles of Business Production, Marketing, and Finance.md"
Principles of Business,SECTION 8: BUSINESS FINANCE,9,45,identify the purposes of basic financial records for sole traders.,medium,6,Practice Questions\Kerwin Springer\CSEC Principles of Business MCQ Question Bank - Kerwin Springer.json,POB\Practice Questions\Kerwin Springer\CSEC Principles of Business MCQ Question Bank - Kerwin Springer.json
Principles of Business,SECTION 9: ROLE OF GOVERNMENT IN AN ECONOMY,1,47,outline the responsibilities of government in an economy;,high,15,Notes\ChromeStudy\Role of Government in an Economy.md,POB\Notes\ChromeStudy\Role of Government in an Economy.md
Principles of Business,SECTION 9: ROLE OF GOVERNMENT IN AN ECONOMY,2,47,describe how government can influence businesses to protect the environment;,high,15,Notes\ChromeStudy\Role of Government in an Economy.md,POB\Notes\ChromeStudy\Role of Government in an Economy.md
Principles of Business,SECTION 9: ROLE OF GOVERNMENT IN AN ECONOMY,3,47,state the purposes of taxation;,high,15,Notes\ChromeStudy\Role of Government in an Economy.md,POB\Notes\ChromeStudy\Role of Government in an Economy.md
Principles of Business,SECTION 9: ROLE OF GOVERNMENT IN AN ECONOMY,4,48,distinguish between direct and indirect taxes;,high,15,Notes\ChromeStudy\Role of Government in an Economy.md,POB\Notes\ChromeStudy\Role of Government in an Economy.md
Principles of Business,SECTION 9: ROLE OF GOVERNMENT IN AN ECONOMY,5,49,"describe the forms of assistance offered by government to businesses; and,",high,15,Notes\ChromeStudy\Role of Government in an Economy.md,POB\Notes\ChromeStudy\Role of Government in an Economy.md
Principles of Business,SECTION 9: ROLE OF GOVERNMENT IN AN ECONOMY,6,49,discuss the social services provided by government.,high,15,Notes\ChromeStudy\Role of Government in an Economy.md,POB\Notes\ChromeStudy\Role of Government in an Economy.md
Principles of Business,SECTION 10: TECHNOLOGY AND THE GLOBAL BUSINESS,1,51,explain the concept of business technology;,medium,5,Notes\ChromeStudy\Regional and Global Business Environment.md,POB\Notes\ChromeStudy\Regional and Global Business Environment.md
Principles of Business,SECTION 10: TECHNOLOGY AND THE GLOBAL BUSINESS,2,51,explain the role of Information Communication Technology (ICT) in business;,medium,5,Notes\ChromeStudy\Role of Government in an Economy.md,POB\Notes\ChromeStudy\Role of Government in an Economy.md
Principles of Business,SECTION 10: TECHNOLOGY AND THE GLOBAL BUSINESS ENVIRONMENT,3,52,describe the types of ICT used in business;,high,10,Notes\ChromeStudy\Regional and Global Business Environment.md,POB\Notes\ChromeStudy\Regional and Global Business Environment.md
Principles of Business,SECTION 10: TECHNOLOGY AND THE GLOBAL BUSINESS ENVIRONMENT,4,53,distinguish between E-commerce and E-business;,high,10,Notes\ChromeStudy\Regional and Global Business Environment.md,POB\Notes\ChromeStudy\Regional and Global Business Environment.md
Principles of Business,SECTION 10: TECHNOLOGY AND THE GLOBAL BUSINESS ENVIRONMENT,5,54,identify ways in which ICT can be used to improve efficiency of business operations;,high,10,Notes\ChromeStudy\Regional and Global Business Environment.md,POB\Notes\ChromeStudy\Regional and Global Business Environment.md
Principles of Business,SECTION 10: TECHNOLOGY AND THE GLOBAL BUSINESS ENVIRONMENT,6,54,discuss the ethical implications of the use of ICT in business;,high,10,Notes\ChromeStudy\Regional and Global Business Environment.md,POB\Notes\ChromeStudy\Regional and Global Business Environment.md
Principles of Business,SECTION 10: TECHNOLOGY AND THE GLOBAL BUSINESS ENVIRONMENT,7,55,outline the factors that determine a country's standard of living and its quality of life;,high,10,Notes\ChromeStudy\Regional and Global Business Environment.md,POB\Notes\ChromeStudy\Regional and Global Business Environment.md
Principles of Business,SECTION 10: TECHNOLOGY AND THE GLOBAL BUSINESS ENVIRONMENT,8,55,"explain national income and its variations: gross national product, gross domestic product, per capita income;",high,10,Notes\ChromeStudy\Regional and Global Business Environment.md,POB\Notes\ChromeStudy\Regional and Global Business Environment.md
Principles of Business,SECTION 10: TECHNOLOGY AND THE GLOBAL BUSINESS ENVIRONMENT,9,56,describe the role of education in economic growth and development;,high,10,Notes\ChromeStudy\Regional and Global Business Environment.md,POB\Notes\ChromeStudy\Regional and Global Business Environment.md
Principles of Business,SECTION 10: TECHNOLOGY AND THE GLOBAL BUSINESS ENVIRONMENT,10,56,outline the reasons for international trade;,high,10,Notes\ChromeStudy\Regional and Global Business Environment.md,POB\Notes\ChromeStudy\Regional and Global Business Environment.md
Principles of Business,SECTION 10: TECHNOLOGY AND THE GLOBAL BUSINESS ENVIRONMENT,12,57,explain how economic institutions or trade agreements impact the Caribbean;,high,10,Notes\ChromeStudy\Regional and Global Business Environment.md,POB\Notes\ChromeStudy\Regional and Global Business Environment.md
Principles of Business,SECTION 10: TECHNOLOGY AND THE GLOBAL BUSINESS ENVIRONMENT,13,57,identify major economic problems of the Caribbean;,high,10,Notes\ChromeStudy\Regional and Global Business Environment.md,POB\Notes\ChromeStudy\Regional and Global Business Environment.md
Principles of Business,SECTION 10: TECHNOLOGY AND THE GLOBAL BUSINESS ENVIRONMENT,14,57,"outline appropriate solutions to the major economic problems of the Caribbean; and,",high,10,Notes\ChromeStudy\Regional and Global Business Environment.md,POB\Notes\ChromeStudy\Regional and Global Business Environment.md
Principles of Business,SECTION 10: TECHNOLOGY AND THE GLOBAL BUSINESS ENVIRONMENT,15,57,"explain the role, benefits and impact of foreign investment.",high,10,Notes\ChromeStudy\Regional and Global Business Environment.md,POB\Notes\ChromeStudy\Regional and Global Business Environment.md
